content,labels,0,1
moore like progressive bull china shop provocateur crashing ideas special interest groups slaps together brand liberalism,1.0,0.4559345,0.5440655
idiotic ugly,1.0,0.45229003,0.54771
even naipaul original remains real masterpiece movie possesses languorous charm,1.0,0.4455984,0.55440164
movie amateurish minor treat,1.0,0.4494462,0.5505538
people march beat different drum ever wondered kind houses people live documentary takes look alternative housing options,1.0,0.44654065,0.5534594
movie plays cartoon obvious strength snazziness neglecting less conspicuous writing strength,1.0,0.44648665,0.55351335
apesar de seus graves problemas filme consegue entreter,1.0,0.4524625,0.54753757
superb production values christian bale charisma make derivative plot,1.0,0.449986,0.55001396
kiarostami crafted deceptively casual ode children managed convey tiny sense hope,1.0,0.4489863,0.5510137
engrossing story combines psychological drama sociological reflection high octane thriller,1.0,0.4575687,0.54243135
like predecessor classic provides reasonably attractive holiday contraption one families looking clean kid friendly outing investigate,1.0,0.4479915,0.55200845
ranks among willams best screen work,1.0,0.45124346,0.54875654
drawling slobbering lovable run sentence film southern gothic emotional arc raw blues soundtrack,1.0,0.4571848,0.5428152
even understand earth going movie stimulate hours post viewing discussion reminded,1.0,0.4464608,0.55353916
sight spaceship launching pad duly impressive imax dimensions shots astronauts floating cabins,1.0,0.45140222,0.54859775
new zealand coming age movie really anything rich luscious cares,1.0,0.4492051,0.5507949
french cast marveilleux,1.0,0.4516219,0.5483781
ricci best work yet girl woman sincerely believes thwart world misery blind good,1.0,0.45040393,0.5495961
harmless fun,1.0,0.45166633,0.5483337
fast runner transports viewer unusual space,1.0,0.45382828,0.5461718
may somewhat backhanded compliment say film makes viewer feel like movie various victimized audience members also happens movie admirable quality,1.0,0.4577473,0.54225266
funny movie,1.0,0.45049635,0.5495036
imagine scenario bergman approaches swedish fatalism using gary larson far side humor,1.0,0.45694548,0.5430545
minutes treasure planet maintains brisk pace races familiar story however lacks grandeur epic quality often associated stevenson tale well earlier disney efforts,1.0,0.44138995,0.55861
lot fun undeniable energy sparked two actresses working peak powers,1.0,0.44713333,0.55286664
vivid sometimes surreal glimpse mysteries human behavior,1.0,0.45018476,0.54981524
film verbal duel two gifted performers,1.0,0.4525572,0.54744273
valuable film,1.0,0.4523923,0.5476077
director kapur filmmaker real flair epic landscapes adventure better film earlier english language movie overpraised elizabeth,1.0,0.44467708,0.55532295
love way took chances really asks take great leaps faith pays,1.0,0.44870025,0.55129975
take care nicely performed quintet actresses nonetheless drags minute length,1.0,0.4473497,0.5526503
expect major discoveries stylish sizzle film sits square conviction touching good sense experience women,1.0,0.4445469,0.5554531
transitions adulthood fraught much truth small amount poetry girls swim,1.0,0.45924377,0.5407562
funny sexy devastating incurably romantic,1.0,0.45319626,0.5468038
death merely transition common tenet world religions deeply spiritual film taps meaning consolation afterlife communications,1.0,0.45027348,0.5497265
highly personal look effects living dysfunctionally privileged lifestyle end wish could spent time world,1.0,0.4451432,0.55485684
absorbing character study andr turpin,1.0,0.45175928,0.5482407
skins desolate air eyre native american raised white parents manages infuse rocky path sibling reconciliation flashes warmth gentle humor,1.0,0.44986442,0.55013555
world traveler might go anywhere new arrive anyplace special certainly honest attempt get something,1.0,0.45122004,0.54877996
pleasing often funny comedy,1.0,0.44958776,0.55041224
enlivens film beyond astute direction cardoso beautifully detailed performances actors note defiance social dictates,1.0,0.4493592,0.55064076
fascinating bombshell documentary shame americans regardless whether ultimate blame finally lies kissinger required viewing civics classes would public servants alike,1.0,0.452112,0.547888
like going house party watching host defend frothing ex girlfriend want call cops want call domino,1.0,0.44535318,0.55464685
contrasting original ringu current americanized adaptation akin comparing evil dead evil dead ii,1.0,0.4475571,0.5524429
fans critics darling band wilco marvel sometimes murky always brooding look trying break heart,1.0,0.44869494,0.55130506
film precious increments artfully camouflaged everyday activities,1.0,0.4529788,0.5470212
greene delivers typically solid performance role bit departure noble characters played past matched schweig carries film broad handsome shoulders,1.0,0.4532543,0.54674566
film fierce dance destruction flame like roiling black white inspires trembling gratitude,1.0,0.45132643,0.54867357
wonderful ghastly film,1.0,0.45255917,0.5474408
stanley kwan directed one best gay love stories ever made one best love stories stripe,1.0,0.45504418,0.5449558
people cinema finest,1.0,0.44936064,0.5506394
one funniest motion pictures year also one curiously depressing,1.0,0.45577443,0.5442255
steven soderbergh digital video experiment clever cutting quick dirty look modern living movie life,1.0,0.4499905,0.5500095
suffers timid parsing barn side target sons trying breach gaps relationships fathers,1.0,0.45058638,0.5494136
moving important film,1.0,0.45438588,0.54561406
friends couples miles pabst blue ribbon beer drink ultimate redneck road trip,1.0,0.45460632,0.5453937
comedy subversive unrelenting bleak insistence opting opportunity finding meaning relationships work becomes sad,1.0,0.44577986,0.5542201
two words tell know deciding see anthony hopkins,1.0,0.45703986,0.54296017
coming age story seen bits films rarely told affecting grace cultural specificity,1.0,0.45901176,0.54098827
claire terrific role someone like judd really ought playing villains,1.0,0.4510564,0.5489436
intrigued politics film every bit fascinating flawed,1.0,0.45492166,0.54507834
taking entertainment tonight subject matter giving humor poignancy auto focus becomes gut bustingly funny crushingly depressing,1.0,0.4464601,0.5535399
clever script skilled actors bring new energy familiar topic office politics,1.0,0.4516244,0.54837567
cast phenomenal especially women,1.0,0.44895735,0.5510427
nettelbeck crafted engaging fantasy flavours emotions one part romance novel one part recipe book,1.0,0.46088374,0.53911626
admired particularly unexpected downer ending,1.0,0.45076045,0.5492395
film almost unbearable portrait sadness grief transcends specific story speak ways need history presumption tangle sometimes destroy blood ties,1.0,0.4610082,0.5389918
payne constructs hilarious ode middle america middle age unlikely odyssey featuring pathetic endearing hero human,1.0,0.46108454,0.53891546
first half bursts goofy energy previous disney films used minutes,1.0,0.45178613,0.5482139
schmidt nicholson goofy heartfelt mesmerizing king lear,1.0,0.45287853,0.5471214
smart provocative drama nearly impossible gets skin man know evil monstrous lunatic,1.0,0.44666,0.55334
see debate remember,1.0,0.45426092,0.5457391
tough watch fantastic movie,1.0,0.4487503,0.55124974
exciting documentary,1.0,0.45058045,0.5494195
cut layers soap opera emotion find scathing portrayal powerful entity strangling life people want believe,1.0,0.4513858,0.54861426
highly engaging,1.0,0.45285463,0.5471454
succeeds bullock grant made share silver screen,1.0,0.4501716,0.5498284
mazel tov film family joyous life acting yiddish stage,1.0,0.44980752,0.5501925
characters well established gang feels comfortable taking insane liberties goofiest stuff left field,1.0,0.44794938,0.55205065
celebrates group playful spark nonconformity glancing vividly back hibiscus grandly called angels light,1.0,0.45491496,0.5450851
strange beautiful film,1.0,0.45404217,0.54595786
makes aborbing arguable case man greatness,1.0,0.44968653,0.5503135
though intrepid exploring attraction crosses sexual identity ozpetek falls short showing us antonia true emotions least secret life leave thinking,1.0,0.45999345,0.5400066
amazing film work convincing movies end swear wet places feel sand creeping others,1.0,0.4473587,0.5526413
great deal sizzle little steak spectacular sizzle incarnation fizz infectious,1.0,0.45439503,0.545605
indispensable peek art agony making people laugh,1.0,0.45305815,0.5469418
evokes little fear parents possible futures children sometimes bad choices mothers fathers make interests good,1.0,0.44194528,0.55805475
stylistic romp always fun watch,1.0,0.45003754,0.54996246
different others genre rely dumb gags anatomical humor character cliches primarily relies character tell story,1.0,0.46422413,0.53577584
britney delivered big screen safe sound way like year old superstar girls travel fame freeway,1.0,0.46024874,0.5397513
culture clash comedy addition funny captures discomfort embarrassment bumbling american europe,1.0,0.45452872,0.54547125
old fashioned drama substance teacher slide slippery slope dishonesty encounter rich powerful nothing disdain virtue,1.0,0.4511788,0.54882115
visually seductive unrepentantly trashy take rice second installment vampire chronicles,1.0,0.45374292,0.5462571
argento brings youthful change world aggressiveness project cut open vein bled raw film stock,1.0,0.45794287,0.5420571
graced kind social texture realism would foreign american teen comedies,1.0,0.44943324,0.5505668
makes esther kahn demanding progresses low key manner risks monotony worth concentration,1.0,0.45030367,0.5496963
anyone ever fantasized space travel afford million ticket ride russian rocket catch imax offering,1.0,0.44864503,0.55135494
thoroughly enjoyable,1.0,0.45235923,0.5476408
terrific b movie fact best recent memory,1.0,0.44670904,0.5532909
times funny times candidly revealing intriguing look two performers put love,1.0,0.4555366,0.5444634
film class spike lee masterful right thing,1.0,0.4534514,0.5465486
building slowly subtly film sporting breezy spontaneity realistically drawn characterizations develops significant character study moving wise,1.0,0.45957172,0.5404283
watch sense openness little surprises,1.0,0.44863033,0.55136967
gulpilil commanding screen presence character abundant humanism makes film moral compass,1.0,0.4547192,0.5452809
enjoyable feel good family comedy regardless race,1.0,0.44742864,0.5525713
great monster movie paid matinee price bought big tub popcorn guilty fun chomp chomp,1.0,0.4505161,0.5494839
film advertised comedy sweet home alabama funny hoped film advertised comedy sweet home alabama funny hoped,1.0,0.45252642,0.5474736
heaven haunting dramatization couple moral ascension,1.0,0.45421982,0.5457802
object idea vietnam picture rah rah patriotic tone soldiers ultimately achieves main strategic objective dramatizing human cost conflict came define generation,1.0,0.46102569,0.53897434
looking intelligent movie release pent anger enough ticket need,1.0,0.45279333,0.5472067
wife actress utterly charming french comedy feels american sensibility style virtually hollywood remake,1.0,0.4476237,0.55237633
image,1.0,0.452799,0.547201
honestly address flaws inherent medical aid made available american workers balanced fair portrayal sides needed,1.0,0.4559076,0.5440924
ingenious often harrowing look damaged people families offer either despair consolation,1.0,0.44816083,0.5518391
best film year far benchmark best picture contenders measured,1.0,0.45522153,0.5447784
film rival live fine little amuse bouche keep appetite whetted,1.0,0.4490309,0.5509691
diverting enough hour half family audience,1.0,0.45208406,0.54791594
big trouble could considered funny little film,1.0,0.4522272,0.5477728
reason miss interview assassin,1.0,0.45308378,0.54691625
surest bet around good time movies summer,1.0,0.44995996,0.55004007
perhaps cliche call film refreshing drumline shows level young black manhood funny touching smart complicated,1.0,0.44737306,0.5526269
totally weirded notion cinema community therapy spectacle quitting hits home disorienting force,1.0,0.4544596,0.5455404
jeffrey tambor performance intelligent jazz playing exterminator oscar worthy,1.0,0.45256132,0.5474386
despite old hat set predictable plot empire still enough moments keep entertaining,1.0,0.45385298,0.54614705
anything else kissing jessica stein injects freshness spirit romantic comedy genre held hostage generic scripts seek remake sleepless seattle,1.0,0.46200573,0.53799427
pray film works well appeal even familiar turntablism,1.0,0.44751233,0.55248773
jones tackled meaty subject drawn engaging characters peppering pages memorable zingers,1.0,0.45631912,0.5436809
stirring road movie,1.0,0.45014405,0.5498559
suspend disbelief shaking head way credits,1.0,0.45398316,0.5460168
effective tepid biopic,1.0,0.45245647,0.5475435
works pretty contagious fun,1.0,0.44951206,0.5504879
want funk movie got,1.0,0.44880024,0.5511998
film darkly funny observation much grueling time consuming illusion work actual work,1.0,0.45229596,0.5477041
one funnier movies town,1.0,0.45059884,0.5494012
immediacy intimacy sucks dares believe true,1.0,0.4552911,0.5447089
fans modern day hong kong action film finally worthy successor better tomorrow killer patiently waiting,1.0,0.46148762,0.53851235
good film falls short aspiration true epic,1.0,0.4524557,0.54754436
rawness vitality give considerable punch,1.0,0.4502181,0.54978186
take year old boy see picture slave year,1.0,0.4564716,0.54352844
rather brilliant little cult item pastiche children entertainment superhero comics japanese animation,1.0,0.45287278,0.54712725
exuberantly romantic serenely melancholy time may prove tsai masterpiece,1.0,0.45394182,0.5460582
good piece work often,1.0,0.44793817,0.5520618
compelling story musical passion governmental odds,1.0,0.4547121,0.54528785
invigorating surreal resonant rainbow emotion,1.0,0.4533274,0.5466726
resonant tale racism revenge retribution,1.0,0.45048687,0.5495131
frei assembles fascinating profile deeply humanistic artist spite witnessed remains surprisingly idealistic retains extraordinary faith ability images communicate truth world around,1.0,0.45313078,0.5468692
mr polanski element alone abandoned still consoled art ever revealed source spiritual survival,1.0,0.45718902,0.542811
nearly three hours whole safe conduct less sum parts,1.0,0.44888762,0.5511124
rare documentary incorporates much human experience drama conflict tears surprise transcends normal divisions fiction nonfiction film,1.0,0.45478746,0.54521257
haynes fanatically fetishized every bizarre old movie idiosyncrasy monastic devotion sure applaud look committed,1.0,0.4523063,0.54769367
film grows,1.0,0.4520501,0.54794997
makes movie work admittedly limited extent commitment two genuinely engaging performers weaver lapaglia excellent kind low key way allows us forget actually movie folk,1.0,0.44787595,0.552124
goofy nutty consistently funny educational,1.0,0.451882,0.54811805
subtle humorous illuminating study politics power social mobility,1.0,0.45314187,0.54685813
steers feature film debut created brilliant motion picture,1.0,0.45657307,0.54342693
wickedly funny visually engrossing never boring movie challenges us think ways consume pop culture,1.0,0.45565414,0.5443458
plethora engaging diatribes meaning home delivered grand passion members various households,1.0,0.45874852,0.5412515
altogether successful film time touching reconsideration familiar masterpiece,1.0,0.44952777,0.5504722
impresses open endedness surprises,1.0,0.45248666,0.54751337
although occasionally static point resembling stage play film delivers solid mixture sweetness laughs,1.0,0.45714134,0.54285866
full bland hotels highways parking lots glimpses nature family warmth time discreet moan despair entrapment maze modern life,1.0,0.44822246,0.55177754
